user_id,month,quota_used,overage_used,id,created_at,updated_at
2986207f-4e45-4249-91c3-e5e13bae6622,2026-04,10.2,0,43958836-2231-4fd6-91f5-8ec31b27d38d,2026-04-17 14:14:06.065553,2026-04-18 00:02:32.296473
