user_id,email_on_sms,email_on_low_balance,low_balance_threshold,id,created_at,updated_at
2986207f-4e45-4249-91c3-e5e13bae6622,t,t,1.0000,ca73d6e1-0c57-470f-998e-2e0186f75851,2026-04-17 15:31:32.848015,
ee490b78-a1ce-44dd-959d-f0d53002a59c,t,t,1.0000,a6859713-5f86-4a2b-a996-804a25bc42d4,2026-04-20 07:58:41.959442,
